snapshot_date,store_id,product_id,quantity_on_hand,quantity_reserved,reorder_point,updated_at
2026-07-22,STORE0006,PROD000037,49,2,25,2026-07-22 00:00:00
2026-07-22,STORE0006,PROD000005,20,9,25,2026-07-22 00:00:00
2026-07-22,STORE0006,PROD000135,94,0,25,2026-07-22 00:00:00
2026-07-22,STORE0006,PROD000088,249,12,25,2026-07-22 00:00:00
2026-07-22,STORE0006,PROD000187,79,10,25,2026-07-22 00:00:00
2026-07-22,STORE0006,PROD000171,59,6,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000068,76,19,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000154,184,10,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000060,104,18,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000195,38,8,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000090,3,0,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000161,57,16,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000063,246,10,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000004,153,17,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000020,244,13,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000109,232,8,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000143,107,16,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000071,229,9,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000159,133,0,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000124,179,16,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000016,188,11,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000185,232,4,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000017,238,4,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000168,139,5,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000165,77,16,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000034,123,9,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000101,162,6,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000137,36,7,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000092,105,5,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000032,241,20,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000028,159,16,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000129,164,5,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000190,80,19,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000070,159,10,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000083,165,10,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000007,21,3,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000052,244,8,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000081,181,1,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000048,96,16,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000152,185,8,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000127,192,1,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000196,3,0,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000112,99,15,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000183,152,9,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000055,119,3,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000030,146,19,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000029,18,4,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000013,8,1,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000033,17,3,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000132,217,13,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000107,175,4,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000150,212,16,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000001,47,1,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000049,188,11,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000123,95,12,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000025,71,3,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000035,223,19,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000115,181,18,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000170,167,0,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000047,166,7,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000037,148,20,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000005,208,14,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000135,2,2,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000088,190,19,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000187,122,1,25,2026-07-22 00:00:00
2026-07-22,STORE0007,PROD000171,245,9,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000068,156,4,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000154,44,3,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000060,3,2,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000195,105,2,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000090,168,5,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000161,25,19,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000063,171,20,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000004,144,18,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000020,123,11,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000109,234,5,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000143,92,8,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000071,124,1,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000159,112,17,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000124,138,6,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000016,93,19,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000185,231,18,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000017,204,9,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000168,69,14,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000165,32,11,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000034,25,4,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000101,178,3,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000137,219,4,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000092,5,4,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000032,104,20,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000028,201,11,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000129,179,10,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000190,1,0,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000070,122,1,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000083,26,19,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000007,77,6,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000052,0,0,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000081,94,20,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000048,242,17,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000152,77,14,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000127,21,12,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000196,54,8,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000112,66,3,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000183,81,3,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000055,216,7,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000030,243,12,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000029,204,3,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000013,207,4,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000033,184,9,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000132,209,1,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000107,51,13,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000150,237,0,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000001,31,5,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000049,120,20,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000123,216,16,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000025,46,14,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000035,1,0,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000115,125,13,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000170,11,2,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000047,234,8,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000037,2,0,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000005,176,12,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000135,60,10,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000088,196,13,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000187,140,17,25,2026-07-22 00:00:00
2026-07-22,STORE0008,PROD000171,117,18,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000068,237,11,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000154,87,5,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000060,146,18,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000195,24,1,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000090,14,13,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000161,102,4,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000063,203,19,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000004,17,13,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000020,153,13,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000109,123,1,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000143,136,6,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000071,36,7,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000159,138,14,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000124,141,4,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000016,215,11,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000185,1,0,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000017,173,9,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000168,8,0,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000165,21,15,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000034,11,4,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000101,114,12,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000137,73,1,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000092,3,1,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000032,220,20,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000028,143,2,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000129,96,1,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000190,96,0,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000070,49,4,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000083,104,2,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000007,220,5,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000052,64,8,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000081,49,7,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000048,241,14,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000152,247,9,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000127,215,18,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000196,239,11,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000112,107,16,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000183,131,18,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000055,110,16,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000030,42,15,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000029,220,7,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000013,244,8,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000033,123,1,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000132,113,4,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000107,219,9,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000150,110,5,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000001,84,19,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000049,154,18,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000123,125,18,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000025,132,18,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000035,109,16,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000115,201,13,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000170,33,1,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000047,86,10,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000037,7,6,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000005,123,4,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000135,130,4,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000088,59,12,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000187,2,2,25,2026-07-22 00:00:00
2026-07-22,STORE0009,PROD000171,60,10,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000068,244,5,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000154,48,6,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000060,151,2,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000195,152,19,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000090,209,16,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000161,224,13,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000063,35,20,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000004,174,15,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000020,181,15,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000109,199,0,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000143,35,17,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000071,126,8,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000159,248,17,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000124,196,18,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000016,195,5,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000185,137,5,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000017,62,3,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000168,202,6,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000165,20,18,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000034,232,14,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000101,224,18,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000137,156,3,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000092,35,7,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000032,15,13,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000028,161,11,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000129,183,11,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000190,220,6,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000070,50,11,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000083,26,14,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000007,226,9,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000052,149,12,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000081,178,9,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000048,212,12,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000152,138,9,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000127,161,13,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000196,125,3,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000112,189,19,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000183,72,14,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000055,225,3,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000030,77,7,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000029,168,19,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000013,95,2,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000033,168,13,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000132,29,20,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000107,237,15,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000150,43,8,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000001,197,0,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000049,80,7,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000123,147,8,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000025,117,14,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000035,37,20,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000115,49,2,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000170,57,7,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000047,242,6,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000037,96,3,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000005,72,6,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000135,74,20,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000088,81,13,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000187,231,9,25,2026-07-22 00:00:00
2026-07-22,STORE0010,PROD000171,136,12,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000068,126,2,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000154,165,2,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000060,87,6,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000195,151,11,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000090,183,15,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000161,244,7,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000063,179,0,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000004,247,6,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000020,53,8,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000109,229,2,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000143,97,0,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000071,77,12,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000159,42,18,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000124,12,10,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000016,123,1,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000185,154,10,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000017,217,1,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000168,19,8,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000165,35,15,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000034,80,11,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000101,164,5,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000137,103,7,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000092,93,8,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000032,13,12,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000028,214,10,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000129,127,0,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000190,21,7,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000070,105,7,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000083,43,8,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000007,153,7,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000052,233,17,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000081,160,8,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000048,179,10,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000152,118,2,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000127,95,18,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000196,108,13,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000112,176,18,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000183,154,2,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000055,212,9,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000030,150,17,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000029,33,10,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000013,14,4,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000033,104,2,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000132,102,3,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000107,122,2,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000150,55,5,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000001,125,3,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000049,233,8,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000123,203,15,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000025,27,2,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000035,139,10,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000115,99,7,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000170,246,0,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000047,107,18,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000037,242,1,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000005,104,13,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000135,164,2,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000088,49,3,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000187,46,3,25,2026-07-22 00:00:00
2026-07-22,STORE0011,PROD000171,205,4,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000068,221,18,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000154,142,16,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000060,117,8,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000195,106,20,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000090,97,16,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000161,60,10,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000063,26,12,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000004,20,4,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000020,186,6,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000109,72,13,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000143,182,3,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000071,19,18,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000159,34,12,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000124,52,6,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000016,152,6,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000185,9,9,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000017,9,6,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000168,231,20,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000165,88,16,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000034,165,4,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000101,38,17,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000137,58,0,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000092,1,1,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000032,98,7,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000028,77,16,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000129,20,17,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000190,106,18,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000070,91,10,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000083,148,20,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000007,169,13,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000052,238,2,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000081,228,13,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000048,173,17,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000152,175,18,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000127,162,2,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000196,68,18,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000112,10,8,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000183,141,19,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000055,159,4,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000030,16,5,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000029,215,0,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000013,51,20,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000033,3,1,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000132,175,14,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000107,55,13,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000150,209,6,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000001,167,12,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000049,86,13,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000123,120,20,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000025,95,12,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000035,150,12,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000115,90,8,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000170,46,1,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000047,151,10,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000037,141,4,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000005,41,14,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000135,166,10,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000088,1,1,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000187,73,13,25,2026-07-22 00:00:00
2026-07-22,STORE0012,PROD000171,247,10,25,2026-07-22 00:00:00
2026-07-22,STORE0013,PROD000068,203,12,25,2026-07-22 00:00:00
