product_id,sku,product_name,category,subcategory,brand,unit_cost,unit_price,is_active,created_at,updated_at
PROD000158,SKU-APP-00158,Urban Edge Men's Wear Lite 158,Apparel,Men's Wear,Urban Edge,162.73,391.88,TRUE,2026-02-10 15:30:01,2026-06-05 15:30:01
PROD000159,SKU-HOM-00159,Northfield Decor Lite 159,Home & Kitchen,Decor,Northfield,62.09,90.28,TRUE,2026-01-14 14:54:31,2026-07-21 14:54:31
PROD000160,SKU-BEA-00160,Northfield Makeup Classic 160,Beauty,Makeup,Northfield,89.29,181.18,TRUE,2026-05-09 11:45:03,2026-09-21 11:45:03
PROD000161,SKU-HOM-00161,Everline Cookware Everyday 161,Home & Kitchen,Cookware,Everline,161.04,310.12,TRUE,2026-04-09 09:31:39,2026-09-21 09:31:39
PROD000162,SKU-GRO-00162,Urban Edge Snacks Lite 162,Grocery,Snacks,Urban Edge,53.98,85.74,TRUE,2025-07-18 15:14:32,2025-09-12 15:14:32
PROD000163,SKU-HOM-00163,Urban Edge Decor Everyday 163,Home & Kitchen,Decor,Urban Edge,159.32,379.9,TRUE,2025-10-21 14:53:43,2026-04-06 14:53:43
PROD000164,SKU-ELE-00164,Everline Audio Lite 164,Electronics,Audio,Everline,125.25,179.02,TRUE,2026-04-28 10:11:12,2026-06-07 10:11:12
PROD000165,SKU-GRO-00165,Everline Packaged Foods Pro 165,Grocery,Packaged Foods,Everline,44.55,95.13,TRUE,2023-09-20 13:56:16,2023-12-20 13:56:16
PROD000166,SKU-BEA-00166,Cascade Skincare Everyday 166,Beauty,Skincare,Cascade,62.78,92.35,FALSE,2024-11-20 09:35:14,2025-03-24 09:35:14
PROD000167,SKU-HOM-00167,Tidal Cookware Classic 167,Home & Kitchen,Cookware,Tidal,50.35,76.87,FALSE,2026-07-04 17:42:06,2026-12-31 17:42:06
PROD000168,SKU-GRO-00168,Cascade Packaged Foods Classic 168,Grocery,Packaged Foods,Cascade,175.51,433.94,TRUE,2024-03-09 21:35:02,2024-07-16 21:35:02
PROD000169,SKU-APP-00169,Solace Women's Wear Classic 169,Apparel,Women's Wear,Solace,30.79,53.52,TRUE,2026-02-03 20:32:31,2026-08-09 20:32:31
PROD000170,SKU-HOM-00170,Urban Edge Small Appliances Signature 170,Home & Kitchen,Small Appliances,Urban Edge,24.77,39.7,TRUE,2025-12-12 20:49:00,2026-02-12 20:49:00
PROD000171,SKU-BEA-00171,Cascade Haircare Pro 171,Beauty,Haircare,Cascade,50.08,118.83,TRUE,2025-12-10 13:40:42,2026-02-10 13:40:42
PROD000172,SKU-BEA-00172,Bluepeak Fragrance Everyday 172,Beauty,Fragrance,Bluepeak,27.42,53.28,FALSE,2025-11-29 15:54:33,2026-05-22 15:54:33
PROD000173,SKU-GRO-00173,Northfield Beverages Pro 173,Grocery,Beverages,Northfield,130.02,269.92,TRUE,2024-01-03 09:21:20,2024-04-14 09:21:20
PROD000174,SKU-GRO-00174,Urban Edge Snacks Lite 174,Grocery,Snacks,Urban Edge,162.74,225.67,TRUE,2026-07-13 12:26:25,2027-01-03 12:26:25
PROD000175,SKU-HOM-00175,Northfield Small Appliances Pro 175,Home & Kitchen,Small Appliances,Northfield,149.38,395.9,TRUE,2024-06-09 19:25:28,2024-11-20 19:25:28
PROD000176,SKU-BEA-00176,Solace Fragrance Classic 176,Beauty,Fragrance,Solace,160.12,395.87,TRUE,2025-11-19 20:12:56,2026-02-04 20:12:56
PROD000177,SKU-HOM-00177,Urban Edge Decor Lite 177,Home & Kitchen,Decor,Urban Edge,95.12,200.82,TRUE,2024-10-24 09:32:35,2025-01-11 09:32:35
PROD000178,SKU-ELE-00178,Northfield Mobile Accessories Signature 178,Electronics,Mobile Accessories,Northfield,160.59,338.83,FALSE,2025-01-24 11:53:49,2025-04-11 11:53:49
PROD000179,SKU-APP-00179,Solace Men's Wear Signature 179,Apparel,Men's Wear,Solace,48.98,100.96,TRUE,2024-04-23 08:48:41,2024-05-24 08:48:41
PROD000180,SKU-APP-00180,Solace Footwear Lite 180,Apparel,Footwear,Solace,176.98,443.88,TRUE,2024-12-04 13:19:18,2025-05-23 13:19:18
PROD000181,SKU-GRO-00181,Cascade Beverages Signature 181,Grocery,Beverages,Cascade,61.03,132.65,TRUE,2025-08-22 15:06:09,2026-02-20 15:06:09
PROD000182,SKU-APP-00182,Northfield Men's Wear Lite 182,Apparel,Men's Wear,Northfield,78.2,116.92,TRUE,2024-10-26 15:04:23,2025-04-17 15:04:23
PROD000183,SKU-BEA-00183,Everline Fragrance Signature 183,Beauty,Fragrance,Everline,106.42,239.94,TRUE,2026-01-31 19:59:31,2026-08-06 19:59:31
PROD000184,SKU-ELE-00184,Ashgrove Audio Pro 184,Electronics,Audio,Ashgrove,128.87,192.54,TRUE,2026-06-30 21:33:07,2026-12-24 21:33:07
PROD000185,SKU-APP-00185,Tidal Women's Wear Everyday 185,Apparel,Women's Wear,Tidal,68.37,186.5,TRUE,2025-11-27 09:07:23,2026-04-22 09:07:23
PROD000186,SKU-ELE-00186,Solace Mobile Accessories Pro 186,Electronics,Mobile Accessories,Solace,56.97,106.06,TRUE,2025-04-07 15:01:50,2025-05-13 15:01:50
PROD000187,SKU-GRO-00187,Everline Snacks Classic 187,Grocery,Snacks,Everline,160.36,260.32,TRUE,2026-05-11 08:07:35,2026-08-08 08:07:35
PROD000188,SKU-GRO-00188,Vanta Packaged Foods Lite 188,Grocery,Packaged Foods,Vanta,57.82,114.4,TRUE,2025-07-05 20:24:30,2026-01-05 20:24:30
PROD000189,SKU-ELE-00189,Ashgrove Wearables Lite 189,Electronics,Wearables,Ashgrove,121.1,184.49,TRUE,2025-06-10 09:51:39,2025-11-27 09:51:39
PROD000190,SKU-ELE-00190,Solace Wearables Pro 190,Electronics,Wearables,Solace,98.76,270.32,TRUE,2026-02-06 19:17:41,2026-02-28 19:17:41
PROD000191,SKU-BEA-00191,Tidal Makeup Classic 191,Beauty,Makeup,Tidal,117.19,265.54,FALSE,2024-02-04 11:39:34,2024-06-30 11:39:34
PROD000192,SKU-BEA-00192,Ashgrove Haircare Pro 192,Beauty,Haircare,Ashgrove,91.97,122.14,TRUE,2024-08-16 08:17:50,2024-10-07 08:17:50
PROD000193,SKU-BEA-00193,Cascade Fragrance Everyday 193,Beauty,Fragrance,Cascade,145.83,322.33,TRUE,2025-11-13 17:02:31,2025-11-18 17:02:31
PROD000194,SKU-GRO-00194,Tidal Snacks Pro 194,Grocery,Snacks,Tidal,59.18,99.76,TRUE,2024-04-04 09:34:10,2024-06-16 09:34:10
PROD000195,SKU-APP-00195,Everline Women's Wear Classic 195,Apparel,Women's Wear,Everline,171.53,397.59,TRUE,2023-12-12 17:20:11,2023-12-18 17:20:11
PROD000196,SKU-APP-00196,Urban Edge Kids Wear Pro 196,Apparel,Kids Wear,Urban Edge,76.07,135.89,TRUE,2025-09-21 21:57:07,2025-10-04 21:57:07
PROD000197,SKU-BEA-00197,Ashgrove Haircare Lite 197,Beauty,Haircare,Ashgrove,93.03,191.33,TRUE,2024-04-05 12:03:20,2024-08-01 12:03:20
PROD000198,SKU-GRO-00198,Meridian Snacks Classic 198,Grocery,Snacks,Meridian,115.14,307.49,TRUE,2023-09-21 12:35:37,2024-03-11 12:35:37
PROD000199,SKU-BEA-00199,Everline Haircare Lite 199,Beauty,Haircare,Everline,103.58,203.95,FALSE,2026-06-03 11:50:09,2026-09-06 11:50:09
PROD000200,SKU-ELE-00200,Tidal Wearables Pro 200,Electronics,Wearables,Tidal,82.96,107.97,TRUE,2026-03-22 21:39:18,2026-09-05 21:39:18
