order_item_id,order_id,product_id,quantity,unit_price,discount_amount,line_total,updated_at
OI00002197,ORD0001000,PROD000141,1,54.3,0.0,54.3,2026-06-21 18:51:06
OI00002198,ORD0001001,PROD000107,1,128.32,0.0,128.32,2026-02-28 07:42:51
OI00002199,ORD0001002,PROD000100,1,125.62,0.0,125.62,2026-05-22 07:17:27
OI00002200,ORD0001003,PROD000185,4,186.5,37.3,708.7,2026-03-03 19:32:29
OI00002201,ORD0001003,PROD000137,1,16.14,0.0,16.14,2026-03-03 19:32:29
OI00002202,ORD0001003,PROD000151,1,220.37,0.0,220.37,2026-03-03 19:32:29
OI00002203,ORD0001004,PROD000142,2,276.94,0.0,553.88,2026-06-30 21:49:11
OI00002204,ORD0001004,PROD000092,1,90.01,0.0,90.01,2026-06-30 21:49:11
OI00002205,ORD0001004,PROD000129,1,280.22,14.01,266.21,2026-06-30 21:49:11
OI00002206,ORD0001005,PROD000012,1,374.67,0.0,374.67,2026-05-31 09:57:28
OI00002207,ORD0001005,PROD000125,1,169.29,16.93,152.36,2026-05-31 09:57:28
OI00002208,ORD0001005,PROD000115,2,66.23,0.0,132.46,2026-05-31 09:57:28
OI00002209,ORD0001006,PROD000197,1,191.33,0.0,191.33,2026-08-16 09:21:13
OI00002210,ORD0001006,PROD000037,3,48.34,0.0,145.02,2026-08-16 09:21:13
OI00002211,ORD0001007,PROD000148,1,111.17,0.0,111.17,2026-07-19 11:26:57
OI00002212,ORD0001007,PROD000109,1,87.72,0.0,87.72,2026-07-19 11:26:57
OI00002213,ORD0001008,PROD000171,1,118.83,0.0,118.83,2026-04-15 15:00:22
OI00002214,ORD0001008,PROD000039,4,318.97,0.0,1275.88,2026-04-15 15:00:22
OI00002215,ORD0001008,PROD000135,3,106.79,0.0,320.37,2026-04-15 15:00:22
OI00002216,ORD0001008,PROD000055,1,324.24,0.0,324.24,2026-04-15 15:00:22
OI00002217,ORD0001009,PROD000130,2,251.9,0.0,503.8,2026-08-01 02:20:26
OI00002218,ORD0001009,PROD000141,1,54.3,5.43,48.87,2026-08-01 02:20:26
OI00002219,ORD0001010,PROD000136,2,248.42,0.0,496.84,2026-02-22 20:53:50
OI00002220,ORD0001010,PROD000057,2,282.26,0.0,564.52,2026-02-22 20:53:50
OI00002221,ORD0001010,PROD000112,2,76.78,0.0,153.56,2026-02-22 20:53:50
OI00002222,ORD0001011,PROD000139,1,48.21,0.0,48.21,2026-06-19 20:06:48
OI00002223,ORD0001011,PROD000119,1,93.67,0.0,93.67,2026-06-19 20:06:48
OI00002224,ORD0001011,PROD000173,1,269.92,0.0,269.92,2026-06-19 20:06:48
OI00002225,ORD0001012,PROD000009,1,247.91,0.0,247.91,2026-03-17 15:17:53
OI00002226,ORD0001012,PROD000104,1,219.63,0.0,219.63,2026-03-17 15:17:53
OI00002227,ORD0001013,PROD000004,1,71.87,0.0,71.87,2026-04-02 14:01:57
OI00002228,ORD0001013,PROD000026,1,165.8,0.0,165.8,2026-04-02 14:01:57
OI00002229,ORD0001013,PROD000075,1,10.1,0.0,10.1,2026-04-02 14:01:57
OI00002230,ORD0001014,PROD000125,1,169.29,0.0,169.29,2026-06-13 06:01:58
OI00002231,ORD0001014,PROD000011,1,74.18,0.0,74.18,2026-06-13 06:01:58
OI00002232,ORD0001014,PROD000096,1,151.87,0.0,151.87,2026-06-13 06:01:58
OI00002233,ORD0001014,PROD000195,1,397.59,0.0,397.59,2026-06-13 06:01:58
OI00002234,ORD0001015,PROD000120,1,200.42,0.0,200.42,2026-03-17 21:51:28
OI00002235,ORD0001015,PROD000067,1,181.48,0.0,181.48,2026-03-17 21:51:28
OI00002236,ORD0001015,PROD000157,2,230.53,0.0,461.06,2026-03-17 21:51:28
OI00002237,ORD0001016,PROD000171,1,118.83,0.0,118.83,2026-05-17 15:46:39
OI00002238,ORD0001017,PROD000161,1,310.12,0.0,310.12,2026-08-15 07:48:31
OI00002239,ORD0001018,PROD000120,2,200.42,0.0,400.84,2026-02-28 18:49:36
OI00002240,ORD0001019,PROD000165,1,95.13,0.0,95.13,2026-03-31 05:55:10
OI00002241,ORD0001019,PROD000139,2,48.21,0.0,96.42,2026-03-31 05:55:10
OI00002242,ORD0001019,PROD000074,1,260.67,0.0,260.67,2026-03-31 05:55:10
OI00002243,ORD0001019,PROD000177,1,200.82,0.0,200.82,2026-03-31 05:55:10
OI00002244,ORD0001019,PROD000179,4,100.96,20.19,383.65,2026-03-31 05:55:10
OI00002245,ORD0001020,PROD000046,2,353.88,70.78,636.98,2026-03-29 21:34:00
OI00002246,ORD0001020,PROD000169,2,53.52,16.06,90.98,2026-03-29 21:34:00
OI00002247,ORD0001020,PROD000012,3,374.67,0.0,1124.01,2026-03-29 21:34:00
OI00002248,ORD0001020,PROD000045,1,70.0,0.0,70.0,2026-03-29 21:34:00
OI00002249,ORD0001020,PROD000050,1,110.2,0.0,110.2,2026-03-29 21:34:00
OI00002250,ORD0001021,PROD000068,2,253.43,50.69,456.17,2026-03-27 11:12:15
OI00002251,ORD0001021,PROD000100,2,125.62,0.0,251.24,2026-03-27 11:12:15
OI00002252,ORD0001021,PROD000018,4,6.39,0.0,25.56,2026-03-27 11:12:15
OI00002253,ORD0001021,PROD000011,3,74.18,0.0,222.54,2026-03-27 11:12:15
OI00002254,ORD0001021,PROD000041,1,287.98,0.0,287.98,2026-03-27 11:12:15
OI00002255,ORD0001022,PROD000080,2,288.18,28.82,547.54,2026-02-25 03:54:25
OI00002256,ORD0001022,PROD000197,1,191.33,19.13,172.2,2026-02-25 03:54:25
OI00002257,ORD0001022,PROD000057,1,282.26,0.0,282.26,2026-02-25 03:54:25
OI00002258,ORD0001023,PROD000152,4,68.44,0.0,273.76,2026-07-18 10:08:00
OI00002259,ORD0001024,PROD000170,3,39.7,0.0,119.1,2026-04-24 03:17:05
OI00002260,ORD0001024,PROD000109,2,87.72,26.32,149.12,2026-04-24 03:17:05
OI00002261,ORD0001024,PROD000089,1,270.52,0.0,270.52,2026-04-24 03:17:05
OI00002262,ORD0001025,PROD000004,1,71.87,0.0,71.87,2026-04-07 08:30:29
OI00002263,ORD0001026,PROD000027,1,174.59,0.0,174.59,2026-07-30 04:36:13
OI00002264,ORD0001026,PROD000165,1,95.13,0.0,95.13,2026-07-30 04:36:13
OI00002265,ORD0001026,PROD000035,2,197.66,0.0,395.32,2026-07-30 04:36:13
OI00002266,ORD0001026,PROD000049,1,343.12,51.47,291.65,2026-07-30 04:36:13
OI00002267,ORD0001026,PROD000110,1,112.33,0.0,112.33,2026-07-30 04:36:13
OI00002268,ORD0001027,PROD000117,1,96.57,0.0,96.57,2026-07-26 08:16:24
OI00002269,ORD0001027,PROD000032,1,305.5,0.0,305.5,2026-07-26 08:16:24
OI00002270,ORD0001027,PROD000125,1,169.29,0.0,169.29,2026-07-26 08:16:24
OI00002271,ORD0001027,PROD000063,3,61.43,0.0,184.29,2026-07-26 08:16:24
OI00002272,ORD0001028,PROD000090,1,82.64,0.0,82.64,2026-08-14 14:04:22
OI00002273,ORD0001028,PROD000026,1,165.8,0.0,165.8,2026-08-14 14:04:22
OI00002274,ORD0001029,PROD000130,1,251.9,50.38,201.52,2026-04-18 02:53:03
OI00002275,ORD0001029,PROD000182,1,116.92,0.0,116.92,2026-04-18 02:53:03
OI00002276,ORD0001029,PROD000037,3,48.34,0.0,145.02,2026-04-18 02:53:03
OI00002277,ORD0001029,PROD000073,1,9.42,0.0,9.42,2026-04-18 02:53:03
OI00002278,ORD0001030,PROD000002,2,68.17,0.0,136.34,2026-07-27 17:43:20
OI00002279,ORD0001030,PROD000085,1,36.94,0.0,36.94,2026-07-27 17:43:20
OI00002280,ORD0001031,PROD000157,1,230.53,0.0,230.53,2026-04-06 08:56:15
OI00002281,ORD0001031,PROD000120,2,200.42,0.0,400.84,2026-04-06 08:56:15
OI00002282,ORD0001032,PROD000142,2,276.94,0.0,553.88,2026-07-03 01:18:27
OI00002283,ORD0001033,PROD000136,2,248.42,0.0,496.84,2026-04-06 14:47:34
OI00002284,ORD0001033,PROD000036,1,22.66,0.0,22.66,2026-04-06 14:47:34
OI00002285,ORD0001033,PROD000112,1,76.78,0.0,76.78,2026-04-06 14:47:34
OI00002286,ORD0001034,PROD000164,1,179.02,0.0,179.02,2026-05-05 03:55:49
OI00002287,ORD0001035,PROD000188,1,114.4,11.44,102.96,2026-05-15 07:48:06
OI00002288,ORD0001035,PROD000181,1,132.65,0.0,132.65,2026-05-15 07:48:06
OI00002289,ORD0001035,PROD000112,1,76.78,0.0,76.78,2026-05-15 07:48:06
OI00002290,ORD0001036,PROD000023,1,69.84,0.0,69.84,2026-07-30 04:05:54
OI00002291,ORD0001036,PROD000081,1,267.87,0.0,267.87,2026-07-30 04:05:54
OI00002292,ORD0001036,PROD000160,1,181.18,0.0,181.18,2026-07-30 04:05:54
OI00002293,ORD0001036,PROD000161,2,310.12,0.0,620.24,2026-07-30 04:05:54
OI00002294,ORD0001037,PROD000052,1,289.95,14.5,275.45,2026-02-14 18:58:53
OI00002295,ORD0001037,PROD000050,2,110.2,0.0,220.4,2026-02-14 18:58:53
OI00002296,ORD0001038,PROD000055,2,324.24,0.0,648.48,2026-03-06 12:47:48
OI00002297,ORD0001038,PROD000152,1,68.44,0.0,68.44,2026-03-06 12:47:48
OI00002298,ORD0001039,PROD000150,1,121.83,0.0,121.83,2026-04-11 19:54:00
OI00002299,ORD0001039,PROD000038,1,84.38,8.44,75.94,2026-04-11 19:54:00
OI00002300,ORD0001039,PROD000130,2,251.9,25.19,478.61,2026-04-11 19:54:00
OI00002301,ORD0001039,PROD000138,1,154.12,30.82,123.3,2026-04-11 19:54:00
OI00002302,ORD0001039,PROD000187,3,260.32,0.0,780.96,2026-04-11 19:54:00
OI00002303,ORD0001040,PROD000055,1,324.24,0.0,324.24,2026-06-30 12:22:00
OI00002304,ORD0001040,PROD000077,1,172.06,0.0,172.06,2026-06-30 12:22:00
OI00002305,ORD0001041,PROD000176,1,395.87,0.0,395.87,2026-03-16 15:55:56
OI00002306,ORD0001042,PROD000081,1,267.87,0.0,267.87,2026-05-03 11:12:45
OI00002307,ORD0001043,PROD000116,1,33.83,0.0,33.83,2026-06-15 09:42:57
OI00002308,ORD0001043,PROD000009,2,247.91,0.0,495.82,2026-06-15 09:42:57
OI00002309,ORD0001044,PROD000096,1,151.87,0.0,151.87,2026-02-26 05:17:56
OI00002310,ORD0001045,PROD000011,1,74.18,0.0,74.18,2026-06-21 15:39:36
OI00002311,ORD0001045,PROD000046,1,353.88,0.0,353.88,2026-06-21 15:39:36
OI00002312,ORD0001045,PROD000081,2,267.87,0.0,535.74,2026-06-21 15:39:36
OI00002313,ORD0001046,PROD000125,2,169.29,0.0,338.58,2026-06-06 12:21:50
OI00002314,ORD0001046,PROD000160,1,181.18,0.0,181.18,2026-06-06 12:21:50
OI00002315,ORD0001047,PROD000079,1,315.96,0.0,315.96,2026-04-14 19:53:48
OI00002316,ORD0001047,PROD000196,1,135.89,0.0,135.89,2026-04-14 19:53:48
OI00002317,ORD0001048,PROD000089,2,270.52,0.0,541.04,2026-02-20 00:38:21
OI00002318,ORD0001048,PROD000137,1,16.14,0.0,16.14,2026-02-20 00:38:21
OI00002319,ORD0001049,PROD000136,1,248.42,0.0,248.42,2026-07-15 21:01:53
OI00002320,ORD0001049,PROD000151,1,220.37,11.02,209.35,2026-07-15 21:01:53
OI00002321,ORD0001049,PROD000020,2,59.38,0.0,118.76,2026-07-15 21:01:53
OI00002322,ORD0001050,PROD000110,1,112.33,5.62,106.71,2026-06-12 03:58:33
OI00002323,ORD0001050,PROD000105,2,230.76,69.23,392.29,2026-06-12 03:58:33
OI00002324,ORD0001051,PROD000018,2,6.39,1.28,11.5,2026-04-22 15:54:29
OI00002325,ORD0001051,PROD000103,1,30.32,0.0,30.32,2026-04-22 15:54:29
OI00002326,ORD0001052,PROD000045,2,70.0,0.0,140.0,2026-07-22 02:02:03
OI00002327,ORD0001052,PROD000162,1,85.74,0.0,85.74,2026-07-22 02:02:03
OI00002328,ORD0001052,PROD000030,2,113.9,0.0,227.8,2026-07-22 02:02:03
OI00002329,ORD0001052,PROD000003,1,265.29,53.06,212.23,2026-07-22 02:02:03
OI00002330,ORD0001053,PROD000117,1,96.57,0.0,96.57,2026-06-04 13:21:57
OI00002331,ORD0001053,PROD000168,1,433.94,0.0,433.94,2026-06-04 13:21:57
OI00002332,ORD0001054,PROD000049,3,343.12,0.0,1029.36,2026-02-20 12:25:30
OI00002333,ORD0001054,PROD000116,2,33.83,0.0,67.66,2026-02-20 12:25:30
OI00002334,ORD0001054,PROD000114,2,36.68,0.0,73.36,2026-02-20 12:25:30
OI00002335,ORD0001054,PROD000135,2,106.79,0.0,213.58,2026-02-20 12:25:30
OI00002336,ORD0001055,PROD000056,1,23.5,0.0,23.5,2026-05-09 23:38:51
OI00002337,ORD0001055,PROD000161,2,310.12,0.0,620.24,2026-05-09 23:38:51
OI00002338,ORD0001056,PROD000190,1,270.32,0.0,270.32,2026-06-24 12:30:25
OI00002339,ORD0001056,PROD000182,1,116.92,0.0,116.92,2026-06-24 12:30:25
OI00002340,ORD0001056,PROD000085,1,36.94,3.69,33.25,2026-06-24 12:30:25
OI00002341,ORD0001057,PROD000109,1,87.72,4.39,83.33,2026-08-14 23:04:34
OI00002342,ORD0001058,PROD000163,1,379.9,19.0,360.9,2026-05-27 21:10:36
OI00002343,ORD0001059,PROD000041,1,287.98,0.0,287.98,2026-03-07 14:36:52
OI00002344,ORD0001060,PROD000002,2,68.17,0.0,136.34,2026-04-08 07:51:14
OI00002345,ORD0001060,PROD000151,1,220.37,0.0,220.37,2026-04-08 07:51:14
OI00002346,ORD0001060,PROD000117,1,96.57,0.0,96.57,2026-04-08 07:51:14
OI00002347,ORD0001061,PROD000085,1,36.94,0.0,36.94,2026-07-16 03:43:42
OI00002348,ORD0001061,PROD000195,2,397.59,0.0,795.18,2026-07-16 03:43:42
OI00002349,ORD0001061,PROD000182,1,116.92,0.0,116.92,2026-07-16 03:43:42
OI00002350,ORD0001061,PROD000170,1,39.7,0.0,39.7,2026-07-16 03:43:42
OI00002351,ORD0001061,PROD000197,2,191.33,19.13,363.53,2026-07-16 03:43:42
OI00002352,ORD0001062,PROD000146,2,237.64,0.0,475.28,2026-02-15 09:16:38
OI00002353,ORD0001063,PROD000030,1,113.9,11.39,102.51,2026-02-28 04:09:50
OI00002354,ORD0001063,PROD000115,1,66.23,0.0,66.23,2026-02-28 04:09:50
OI00002355,ORD0001063,PROD000133,2,7.24,0.0,14.48,2026-02-28 04:09:50
OI00002356,ORD0001064,PROD000070,3,251.87,0.0,755.61,2026-05-13 00:33:37
OI00002357,ORD0001064,PROD000163,3,379.9,0.0,1139.7,2026-05-13 00:33:37
OI00002358,ORD0001065,PROD000170,4,39.7,0.0,158.8,2026-02-15 01:28:49
OI00002359,ORD0001066,PROD000017,1,177.67,0.0,177.67,2026-06-11 05:13:01
OI00002360,ORD0001066,PROD000127,1,216.42,32.46,183.96,2026-06-11 05:13:01
OI00002361,ORD0001067,PROD000008,2,181.13,0.0,362.26,2026-08-01 11:49:18
OI00002362,ORD0001068,PROD000023,1,69.84,0.0,69.84,2026-06-24 17:37:21
OI00002363,ORD0001068,PROD000020,3,59.38,0.0,178.14,2026-06-24 17:37:21
OI00002364,ORD0001069,PROD000004,1,71.87,0.0,71.87,2026-05-26 09:07:10
OI00002365,ORD0001069,PROD000157,1,230.53,0.0,230.53,2026-05-26 09:07:10
OI00002366,ORD0001070,PROD000060,1,313.56,0.0,313.56,2026-07-27 20:51:11
OI00002367,ORD0001071,PROD000003,2,265.29,0.0,530.58,2026-04-05 08:16:21
OI00002368,ORD0001072,PROD000164,3,179.02,0.0,537.06,2026-03-23 15:10:42
OI00002369,ORD0001072,PROD000025,1,337.19,0.0,337.19,2026-03-23 15:10:42
OI00002370,ORD0001073,PROD000185,1,186.5,18.65,167.85,2026-07-05 19:36:28
OI00002371,ORD0001073,PROD000125,1,169.29,0.0,169.29,2026-07-05 19:36:28
OI00002372,ORD0001074,PROD000021,2,325.45,32.55,618.35,2026-08-10 16:02:22
OI00002373,ORD0001075,PROD000144,1,398.95,39.9,359.05,2026-04-28 21:01:15
OI00002374,ORD0001075,PROD000154,1,57.2,11.44,45.76,2026-04-28 21:01:15
OI00002375,ORD0001075,PROD000039,1,318.97,0.0,318.97,2026-04-28 21:01:15
OI00002376,ORD0001076,PROD000112,2,76.78,0.0,153.56,2026-05-28 19:09:12
OI00002377,ORD0001077,PROD000138,4,154.12,61.65,554.83,2026-05-31 11:37:04
OI00002378,ORD0001078,PROD000114,1,36.68,0.0,36.68,2026-03-23 14:03:16
OI00002379,ORD0001079,PROD000097,1,119.02,23.8,95.22,2026-05-28 13:29:59
OI00002380,ORD0001080,PROD000156,2,208.16,41.63,374.69,2026-08-04 19:09:37
OI00002381,ORD0001081,PROD000121,1,311.61,0.0,311.61,2026-06-26 14:45:31
OI00002382,ORD0001081,PROD000004,1,71.87,10.78,61.09,2026-06-26 14:45:31
OI00002383,ORD0001081,PROD000085,2,36.94,7.39,66.49,2026-06-26 14:45:31
OI00002384,ORD0001081,PROD000033,2,240.82,0.0,481.64,2026-06-26 14:45:31
OI00002385,ORD0001082,PROD000112,1,76.78,0.0,76.78,2026-06-30 05:12:48
OI00002386,ORD0001082,PROD000003,4,265.29,0.0,1061.16,2026-06-30 05:12:48
OI00002387,ORD0001082,PROD000008,3,181.13,0.0,543.39,2026-06-30 05:12:48
OI00002388,ORD0001082,PROD000002,2,68.17,0.0,136.34,2026-06-30 05:12:48
OI00002389,ORD0001082,PROD000018,1,6.39,0.32,6.07,2026-06-30 05:12:48
OI00002390,ORD0001083,PROD000084,1,172.79,0.0,172.79,2026-08-03 23:54:02
OI00002391,ORD0001084,PROD000168,2,433.94,0.0,867.88,2026-06-23 10:09:57
OI00002392,ORD0001085,PROD000093,1,51.13,0.0,51.13,2026-05-24 05:10:47
OI00002393,ORD0001085,PROD000176,1,395.87,0.0,395.87,2026-05-24 05:10:47
OI00002394,ORD0001085,PROD000185,1,186.5,0.0,186.5,2026-05-24 05:10:47
OI00002395,ORD0001085,PROD000040,1,202.37,0.0,202.37,2026-05-24 05:10:47
OI00002396,ORD0001086,PROD000160,4,181.18,0.0,724.72,2026-07-25 15:35:57
OI00002397,ORD0001086,PROD000154,1,57.2,5.72,51.48,2026-07-25 15:35:57
OI00002398,ORD0001086,PROD000009,1,247.91,0.0,247.91,2026-07-25 15:35:57
OI00002399,ORD0001086,PROD000185,1,186.5,27.98,158.52,2026-07-25 15:35:57
OI00002400,ORD0001087,PROD000136,1,248.42,12.42,236.0,2026-05-31 21:06:59
OI00002401,ORD0001088,PROD000086,1,216.37,0.0,216.37,2026-07-28 20:18:54
OI00002402,ORD0001089,PROD000014,1,171.48,0.0,171.48,2026-04-14 01:42:12
OI00002403,ORD0001090,PROD000188,1,114.4,0.0,114.4,2026-03-06 20:22:03
OI00002404,ORD0001090,PROD000048,2,312.1,31.21,592.99,2026-03-06 20:22:03
OI00002405,ORD0001090,PROD000012,1,374.67,0.0,374.67,2026-03-06 20:22:03
OI00002406,ORD0001091,PROD000083,2,119.55,0.0,239.1,2026-06-18 11:13:29
OI00002407,ORD0001091,PROD000088,2,381.45,38.15,724.75,2026-06-18 11:13:29
OI00002408,ORD0001091,PROD000078,1,44.16,0.0,44.16,2026-06-18 11:13:29
OI00002409,ORD0001092,PROD000002,1,68.17,3.41,64.76,2026-06-02 13:08:49
OI00002410,ORD0001092,PROD000197,2,191.33,19.13,363.53,2026-06-02 13:08:49
OI00002411,ORD0001092,PROD000133,2,7.24,2.9,11.58,2026-06-02 13:08:49
OI00002412,ORD0001092,PROD000114,2,36.68,7.34,66.02,2026-06-02 13:08:49
OI00002413,ORD0001093,PROD000021,1,325.45,0.0,325.45,2026-03-09 12:44:15
OI00002414,ORD0001093,PROD000075,1,10.1,0.0,10.1,2026-03-09 12:44:15
OI00002415,ORD0001094,PROD000026,1,165.8,0.0,165.8,2026-05-18 13:00:22
OI00002416,ORD0001094,PROD000091,2,244.05,0.0,488.1,2026-05-18 13:00:22
OI00002417,ORD0001094,PROD000126,1,5.66,0.0,5.66,2026-05-18 13:00:22
OI00002418,ORD0001095,PROD000165,1,95.13,4.76,90.37,2026-02-26 18:31:52
OI00002419,ORD0001096,PROD000069,1,332.4,0.0,332.4,2026-05-07 10:57:19
OI00002420,ORD0001096,PROD000171,2,118.83,0.0,237.66,2026-05-07 10:57:19
OI00002421,ORD0001096,PROD000154,1,57.2,0.0,57.2,2026-05-07 10:57:19
OI00002422,ORD0001096,PROD000040,3,202.37,0.0,607.11,2026-05-07 10:57:19
OI00002423,ORD0001096,PROD000048,1,312.1,0.0,312.1,2026-05-07 10:57:19
OI00002424,ORD0001097,PROD000004,1,71.87,0.0,71.87,2026-07-05 16:43:17
OI00002425,ORD0001097,PROD000040,2,202.37,0.0,404.74,2026-07-05 16:43:17
OI00002426,ORD0001098,PROD000096,1,151.87,22.78,129.09,2026-04-28 21:27:45
OI00002427,ORD0001098,PROD000115,2,66.23,0.0,132.46,2026-04-28 21:27:45
OI00002428,ORD0001098,PROD000035,1,197.66,0.0,197.66,2026-04-28 21:27:45
OI00002429,ORD0001099,PROD000171,1,118.83,17.82,101.01,2026-03-02 10:49:53
OI00002430,ORD0001099,PROD000157,1,230.53,0.0,230.53,2026-03-02 10:49:53
OI00002431,ORD0001100,PROD000021,3,325.45,0.0,976.35,2026-03-19 14:44:39
OI00002432,ORD0001100,PROD000025,1,337.19,0.0,337.19,2026-03-19 14:44:39
OI00002433,ORD0001100,PROD000055,1,324.24,0.0,324.24,2026-03-19 14:44:39
OI00002434,ORD0001100,PROD000194,1,99.76,0.0,99.76,2026-03-19 14:44:39
OI00002435,ORD0001101,PROD000009,2,247.91,0.0,495.82,2026-05-28 01:11:42
OI00002436,ORD0001101,PROD000083,1,119.55,0.0,119.55,2026-05-28 01:11:42
OI00002437,ORD0001101,PROD000127,1,216.42,21.64,194.78,2026-05-28 01:11:42
OI00002438,ORD0001102,PROD000198,3,307.49,0.0,922.47,2026-06-17 02:17:23
OI00002439,ORD0001102,PROD000015,2,74.75,0.0,149.5,2026-06-17 02:17:23
OI00002440,ORD0001103,PROD000161,1,310.12,0.0,310.12,2026-03-08 16:48:04
OI00002441,ORD0001103,PROD000095,2,317.49,31.75,603.23,2026-03-08 16:48:04
OI00002442,ORD0001103,PROD000068,4,253.43,0.0,1013.72,2026-03-08 16:48:04
OI00002443,ORD0001104,PROD000004,2,71.87,0.0,143.74,2026-04-20 13:44:48
OI00002444,ORD0001104,PROD000037,1,48.34,0.0,48.34,2026-04-20 13:44:48
OI00002445,ORD0001105,PROD000014,1,171.48,0.0,171.48,2026-07-09 09:00:13
OI00002446,ORD0001106,PROD000023,1,69.84,0.0,69.84,2026-06-06 13:00:23
OI00002447,ORD0001106,PROD000184,1,192.54,0.0,192.54,2026-06-06 13:00:23
OI00002448,ORD0001106,PROD000181,3,132.65,0.0,397.95,2026-06-06 13:00:23
OI00002449,ORD0001106,PROD000119,1,93.67,18.73,74.94,2026-06-06 13:00:23
OI00002450,ORD0001107,PROD000095,2,317.49,31.75,603.23,2026-04-16 11:01:09
OI00002451,ORD0001107,PROD000042,1,358.03,0.0,358.03,2026-04-16 11:01:09
OI00002452,ORD0001108,PROD000177,2,200.82,0.0,401.64,2026-07-17 12:14:54
OI00002453,ORD0001109,PROD000180,1,443.88,0.0,443.88,2026-05-16 14:31:59
OI00002454,ORD0001109,PROD000168,1,433.94,0.0,433.94,2026-05-16 14:31:59
OI00002455,ORD0001109,PROD000037,2,48.34,9.67,87.01,2026-05-16 14:31:59
OI00002456,ORD0001110,PROD000169,2,53.52,0.0,107.04,2026-03-12 08:35:01
OI00002457,ORD0001110,PROD000108,1,87.18,4.36,82.82,2026-03-12 08:35:01
OI00002458,ORD0001110,PROD000098,1,188.42,0.0,188.42,2026-03-12 08:35:01
OI00002459,ORD0001111,PROD000140,1,156.23,0.0,156.23,2026-03-29 12:50:43
OI00002460,ORD0001111,PROD000014,1,171.48,25.72,145.76,2026-03-29 12:50:43
OI00002461,ORD0001112,PROD000083,3,119.55,0.0,358.65,2026-06-04 03:08:19
OI00002462,ORD0001112,PROD000125,1,169.29,16.93,152.36,2026-06-04 03:08:19
OI00002463,ORD0001113,PROD000104,4,219.63,0.0,878.52,2026-04-08 05:51:04
OI00002464,ORD0001114,PROD000089,1,270.52,0.0,270.52,2026-04-16 00:46:40
OI00002465,ORD0001114,PROD000117,1,96.57,0.0,96.57,2026-04-16 00:46:40
OI00002466,ORD0001114,PROD000014,1,171.48,0.0,171.48,2026-04-16 00:46:40
OI00002467,ORD0001115,PROD000102,2,157.31,62.92,251.7,2026-05-08 19:28:36
OI00002468,ORD0001115,PROD000059,1,368.8,0.0,368.8,2026-05-08 19:28:36
OI00002469,ORD0001115,PROD000026,2,165.8,0.0,331.6,2026-05-08 19:28:36
OI00002470,ORD0001115,PROD000194,3,99.76,0.0,299.28,2026-05-08 19:28:36
OI00002471,ORD0001115,PROD000090,2,82.64,0.0,165.28,2026-05-08 19:28:36
OI00002472,ORD0001116,PROD000093,1,51.13,0.0,51.13,2026-05-28 17:47:59
OI00002473,ORD0001117,PROD000002,2,68.17,0.0,136.34,2026-05-10 18:38:31
OI00002474,ORD0001117,PROD000104,1,219.63,0.0,219.63,2026-05-10 18:38:31
OI00002475,ORD0001118,PROD000002,2,68.17,0.0,136.34,2026-06-17 08:30:51
OI00002476,ORD0001119,PROD000038,2,84.38,0.0,168.76,2026-02-21 23:23:27
OI00002477,ORD0001120,PROD000050,3,110.2,33.06,297.54,2026-08-09 13:13:36
OI00002478,ORD0001121,PROD000168,1,433.94,0.0,433.94,2026-03-30 07:25:59
OI00002479,ORD0001121,PROD000186,1,106.06,0.0,106.06,2026-03-30 07:25:59
OI00002480,ORD0001122,PROD000067,2,181.48,0.0,362.96,2026-03-28 06:46:34
OI00002481,ORD0001123,PROD000047,1,125.52,0.0,125.52,2026-08-10 08:04:27
OI00002482,ORD0001123,PROD000147,1,359.37,0.0,359.37,2026-08-10 08:04:27
OI00002483,ORD0001123,PROD000079,2,315.96,0.0,631.92,2026-08-10 08:04:27
OI00002484,ORD0001124,PROD000075,2,10.1,0.0,20.2,2026-02-18 13:43:30
OI00002485,ORD0001125,PROD000061,1,85.11,0.0,85.11,2026-06-07 21:27:36
OI00002486,ORD0001125,PROD000033,1,240.82,0.0,240.82,2026-06-07 21:27:36
OI00002487,ORD0001126,PROD000140,1,156.23,0.0,156.23,2026-08-07 17:11:49
OI00002488,ORD0001126,PROD000126,3,5.66,0.0,16.98,2026-08-07 17:11:49
OI00002489,ORD0001126,PROD000132,4,86.93,52.16,295.56,2026-08-07 17:11:49
OI00002490,ORD0001126,PROD000060,1,313.56,0.0,313.56,2026-08-07 17:11:49
OI00002491,ORD0001127,PROD000009,2,247.91,0.0,495.82,2026-06-07 14:13:35
OI00002492,ORD0001127,PROD000094,1,170.67,0.0,170.67,2026-06-07 14:13:35
OI00002493,ORD0001128,PROD000035,1,197.66,0.0,197.66,2026-03-10 07:52:02
OI00002494,ORD0001128,PROD000140,1,156.23,7.81,148.42,2026-03-10 07:52:02
OI00002495,ORD0001128,PROD000077,1,172.06,0.0,172.06,2026-03-10 07:52:02
OI00002496,ORD0001129,PROD000011,1,74.18,0.0,74.18,2026-03-23 20:36:59
OI00002497,ORD0001130,PROD000019,1,64.3,0.0,64.3,2026-08-04 16:40:54
OI00002498,ORD0001130,PROD000080,2,288.18,0.0,576.36,2026-08-04 16:40:54
OI00002499,ORD0001130,PROD000161,1,310.12,0.0,310.12,2026-08-04 16:40:54
